"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2016年2月10日","4,283.59","4,318.28","4,369.62","4,280.73","561.08M","0.35%"
"2016年2月9日","4,268.76","4,224.87","4,329.61","4,222.48","579.16M","-0.35%"
"2016年2月8日","4,283.75","4,288.02","4,301.53","4,212.81","673.87M","-1.82%"
"2016年2月5日","4,363.14","4,491.48","4,493.19","4,350.38","636.44M","-3.25%"
"2016年2月4日","4,509.56","4,492.48","4,545.52","4,463.99","543.90M","0.12%"
"2016年2月3日","4,504.24","4,543.82","4,547.32","4,424.47","577.23M","-0.28%"
"2016年2月2日","4,516.95","4,588.69","4,589.90","4,503.12","511.64M","-2.24%"
"2016年2月1日","4,620.37","4,587.59","4,636.93","4,565.38","480.04M","0.14%"
"2016年1月29日","4,613.95","4,512.09","4,613.95","4,511.30","754.58M","2.38%"
"2016年1月28日","4,506.68","4,533.81","4,533.81","4,447.50","545.17M","0.86%"
"2016年1月27日","4,468.17","4,548.87","4,568.85","4,450.83","513.42M","-2.18%"
"2016年1月26日","4,567.67","4,537.04","4,583.21","4,503.52","461.53M","1.09%"
"2016年1月25日","4,518.49","4,574.60","4,590.44","4,514.78","483.49M","-1.58%"
"2016年1月22日","4,591.18","4,557.39","4,591.18","4,540.27","523.81M","2.66%"
"2016年1月21日","4,472.06","4,480.70","4,537.15","4,432.02","567.90M","0.01%"
"2016年1月20日","4,471.69","4,405.22","4,514.92","4,313.39","716.73M","-0.12%"
"2016年1月19日","4,476.95","4,548.05","4,550.57","4,430.77","572.07M","-0.26%"
"2016年1月15日","4,488.42","4,464.37","4,520.45","4,419.41","739.41M","-2.74%"
"2016年1月14日","4,615.00","4,545.37","4,650.55","4,470.59","593.87M","1.97%"
"2016年1月13日","4,526.06","4,706.02","4,713.98","4,517.56","570.19M","-3.41%"
"2016年1月12日","4,685.92","4,681.54","4,714.80","4,618.03","498.55M","1.03%"
"2016年1月11日","4,637.99","4,673.44","4,683.02","4,573.77","528.17M","-0.12%"
"2016年1月8日","4,643.63","4,722.02","4,742.57","4,637.85","540.57M","-0.98%"
"2016年1月7日","4,689.43","4,736.40","4,788.02","4,688.17","590.07M","-3.03%"
"2016年1月6日","4,835.77","4,813.76","4,866.04","4,804.69","501.75M","-1.14%"
"2016年1月5日","4,891.43","4,917.84","4,926.73","4,872.74","428.07M","-0.24%"
"2016年1月4日","4,903.09","4,897.65","4,903.09","4,846.98","569.79M","-2.08%"
"2015年12月31日","5,007.41","5,047.04","5,058.06","5,007.01","384.40M","-1.15%"
"2015年12月30日","5,065.85","5,101.18","5,102.35","5,065.69","270.26M","-0.82%"
"2015年12月29日","5,107.94","5,066.52","5,116.99","5,065.89","296.09M","1.33%"
"2015年12月28日","5,040.98","5,032.29","5,041.27","4,999.07","299.29M","-0.15%"
"2015年12月24日","5,048.49","5,046.19","5,063.28","5,043.65","172.22M","0.05%"
"2015年12月23日","5,045.93","5,025.55","5,046.09","5,020.44","354.60M","0.90%"
"2015年12月22日","5,001.11","4,988.68","5,007.77","4,964.08","346.17M","0.65%"
"2015年12月21日","4,968.92","4,957.53","4,968.92","4,928.93","393.92M","0.93%"
"2015年12月18日","4,923.08","4,982.58","4,996.49","4,921.33","1.52B","-1.59%"
"2015年12月17日","5,002.55","5,087.17","5,088.57","5,002.55","427.95M","-1.35%"
"2015年12月16日","5,071.13","5,033.48","5,078.99","4,992.63","443.74M","1.52%"
"2015年12月15日","4,995.36","4,991.21","5,026.54","4,986.99","449.30M","0.87%"
"2015年12月14日","4,952.23","4,932.61","4,953.60","4,871.59","496.83M","0.38%"
"2015年12月11日","4,933.47","4,979.77","4,996.19","4,928.67","475.11M","-2.21%"
"2015年12月10日","5,045.17","5,026.30","5,075.65","5,019.31","388.23M","0.44%"
"2015年12月9日","5,022.86","5,077.21","5,106.36","5,000.12","442.49M","-1.48%"
"2015年12月8日","5,098.24","5,050.52","5,111.73","5,045.73","417.62M","-0.07%"
"2015年12月7日","5,101.81","5,139.46","5,139.78","5,082.23","436.58M","-0.79%"
"2015年12月4日","5,142.27","5,050.93","5,147.00","5,043.49","440.75M","2.08%"
"2015年12月3日","5,037.53","5,143.15","5,144.60","5,011.72","486.60M","-1.67%"
"2015年12月2日","5,123.22","5,158.82","5,176.77","5,117.15","450.13M","-0.64%"
"2015年12月1日","5,156.31","5,129.64","5,156.31","5,120.17","463.40M","0.93%"
"2015年11月30日","5,108.67","5,139.58","5,141.36","5,098.70","616.31M","-0.37%"
"2015年11月27日","5,127.52","5,121.93","5,134.35","5,108.51","189.35M","0.22%"
"2015年11月25日","5,116.14","5,106.87","5,124.09","5,101.18","343.28M","0.26%"
"2015年11月24日","5,102.81","5,070.66","5,110.75","5,050.14","417.56M","0.01%"
"2015年11月23日","5,102.48","5,106.72","5,128.08","5,084.85","386.57M","-0.05%"
"2015年11月20日","5,104.92","5,096.96","5,112.46","5,094.31","429.76M","0.62%"
"2015年11月19日","5,073.64","5,078.68","5,092.46","5,067.27","388.35M","-0.03%"
"2015年11月18日","5,075.20","5,004.60","5,078.80","5,001.67","451.44M","1.79%"
"2015年11月17日","4,986.02","4,991.71","5,023.45","4,975.74","418.58M","0.03%"
"2015年11月16日","4,984.62","4,916.14","4,984.91","4,908.66","416.85M","1.15%"
"2015年11月13日","4,927.88","4,980.86","4,989.06","4,925.35","444.55M","-1.54%"
"2015年11月12日","5,005.08","5,043.10","5,062.49","5,004.46","395.74M","-1.22%"
"2015年11月11日","5,067.02","5,098.12","5,111.19","5,066.68","366.71M","-0.32%"
"2015年11月10日","5,083.24","5,068.55","5,086.89","5,051.22","432.61M","-0.24%"
"2015年11月9日","5,095.30","5,128.94","5,133.44","5,066.10","436.18M","-1.01%"
"2015年11月6日","5,147.12","5,124.04","5,147.12","5,092.87","471.93M","0.38%"
"2015年11月5日","5,127.74","5,144.15","5,154.86","5,098.49","456.55M","-0.29%"
"2015年11月4日","5,142.48","5,155.62","5,162.57","5,122.78","466.94M","-0.05%"
"2015年11月3日","5,145.13","5,114.31","5,163.47","5,109.68","446.94M","0.35%"
"2015年11月2日","5,127.15","5,065.64","5,130.51","5,061.47","427.28M","1.45%"
"2015年10月30日","5,053.75","5,079.76","5,085.22","5,053.75","509.29M","-0.40%"
"2015年10月29日","5,074.27","5,071.04","5,084.63","5,066.89","426.89M","-0.42%"
"2015年10月28日","5,095.69","5,040.38","5,095.69","5,019.60","493.38M","1.30%"
"2015年10月27日","5,030.15","5,018.99","5,040.08","5,009.07","455.96M","-0.09%"
"2015年10月26日","5,034.70","5,030.80","5,045.16","5,012.74","418.69M","0.06%"
"2015年10月23日","5,031.86","5,024.38","5,048.55","4,999.54","509.63M","2.27%"
"2015年10月22日","4,920.05","4,875.96","4,926.99","4,861.80","505.00M","1.65%"
"2015年10月21日","4,840.12","4,903.98","4,904.85","4,836.46","431.97M","-0.84%"
"2015年10月20日","4,880.97","4,900.02","4,909.37","4,866.60","387.51M","-0.50%"
"2015年10月19日","4,905.47","4,873.54","4,915.49","4,865.83","380.43M","0.38%"
"2015年10月16日","4,886.69","4,872.36","4,886.95","4,851.28","494.94M","0.34%"
"2015年10月15日","4,870.10","4,799.43","4,870.10","4,795.29","445.82M","1.82%"
"2015年10月14日","4,782.85","4,801.35","4,820.09","4,771.62","435.24M","-0.29%"
"2015年10月13日","4,796.61","4,809.24","4,858.28","4,793.92","354.14M","-0.87%"
"2015年10月12日","4,838.64","4,839.79","4,846.74","4,818.16","316.99M","0.17%"
"2015年10月9日","4,830.47","4,817.28","4,841.38","4,804.59","404.83M","0.41%"
"2015年10月8日","4,810.79","4,775.06","4,819.07","4,737.93","441.40M","0.41%"
"2015年10月7日","4,791.15","4,775.05","4,791.15","4,728.71","522.59M","0.90%"
"2015年10月6日","4,748.36","4,767.63","4,783.37","4,711.79","471.98M","-0.69%"
"2015年10月5日","4,781.26","4,742.13","4,785.91","4,740.24","490.22M","1.56%"
"2015年10月2日","4,707.77","4,566.13","4,707.77","4,552.34","510.64M","1.74%"
"2015年10月1日","4,627.08","4,624.46","4,628.23","4,559.21","501.35M","0.15%"
"2015年9月30日","4,620.16","4,574.38","4,620.16","4,559.18","623.88M","2.28%"
"2015年9月29日","4,517.32","4,551.04","4,596.06","4,487.06","548.61M","-0.59%"
"2015年9月28日","4,543.97","4,665.06","4,665.21","4,529.41","558.00M","-3.04%"
"2015年9月25日","4,686.50","4,782.41","4,785.22","4,659.48","501.80M","-1.01%"
"2015年9月24日","4,734.48","4,717.89","4,746.21","4,670.12","481.39M","-0.38%"
"2015年9月23日","4,752.74","4,764.69","4,780.64","4,735.13","365.13M","-0.08%"
"2015年9月22日","4,756.72","4,762.29","4,776.28","4,716.91","477.77M","-1.50%"
"2015年9月21日","4,828.95","4,851.98","4,881.46","4,795.91","453.54M","0.04%"
"2015年9月18日","4,827.23","4,828.71","4,878.71","4,819.09","1.36B","-1.36%"
"2015年9月17日","4,893.95","4,884.11","4,960.87","4,880.50","444.77M","0.10%"
"2015年9月16日","4,889.24","4,860.44","4,893.44","4,848.15","382.59M","0.59%"
"2015年9月15日","4,860.52","4,819.32","4,872.35","4,802.09","353.27M","1.14%"
"2015年9月14日","4,805.76","4,831.98","4,832.00","4,791.08","358.08M","-0.34%"
"2015年9月11日","4,822.34","4,770.73","4,822.34","4,763.15","396.56M","0.54%"
"2015年9月10日","4,796.25","4,749.96","4,826.33","4,746.52","444.14M","0.84%"
"2015年9月9日","4,756.53","4,856.27","4,862.88","4,746.73","460.53M","-1.15%"
"2015年9月8日","4,811.93","4,769.72","4,815.04","4,754.89","445.73M","2.73%"
"2015年9月4日","4,683.92","4,670.35","4,712.67","4,657.82","378.95M","-1.05%"
"2015年9月3日","4,733.50","4,763.10","4,800.19","4,721.91","434.44M","-0.35%"
"2015年9月2日","4,749.98","4,704.42","4,749.98","4,659.41","472.71M","2.46%"
"2015年9月1日","4,636.10","4,673.61","4,722.13","4,614.91","582.68M","-2.94%"
"2015年8月31日","4,776.51","4,798.68","4,824.61","4,763.42","498.17M","-1.07%"
"2015年8月28日","4,828.32","4,792.11","4,836.78","4,788.38","509.59M","0.32%"
"2015年8月27日","4,812.71","4,761.05","4,818.71","4,721.79","590.55M","2.45%"
"2015年8月26日","4,697.54","4,633.51","4,703.97","4,530.03","633.10M","4.24%"
"2015年8月25日","4,506.49","4,687.27","4,689.54","4,506.10","657.53M","-0.44%"
"2015年8月24日","4,526.25","4,351.61","4,694.90","4,292.14","926.38M","-3.82%"
"2015年8月21日","4,706.04","4,801.04","4,856.75","4,706.04","716.26M","-3.52%"
"2015年8月20日","4,877.49","4,973.49","4,986.51","4,877.49","477.70M","-2.82%"
"2015年8月19日","5,019.05","5,039.03","5,060.93","4,992.85","399.25M","-0.80%"
"2015年8月18日","5,059.35","5,082.18","5,085.14","5,054.97","347.37M","-0.64%"
"2015年8月17日","5,091.70","5,032.34","5,092.69","5,022.42","360.39M","0.86%"
"2015年8月14日","5,048.23","5,025.92","5,051.89","5,012.61","343.63M","0.29%"
"2015年8月13日","5,033.56","5,050.94","5,071.46","5,029.61","376.05M","-0.21%"
"2015年8月12日","5,044.39","4,994.52","5,055.75","4,945.79","474.10M","0.15%"
"2015年8月11日","5,036.79","5,069.16","5,089.33","5,013.44","451.20M","-1.27%"
"2015年8月10日","5,101.80","5,081.72","5,112.47","5,081.11","435.82M","1.16%"
"2015年8月7日","5,043.54","5,043.97","5,055.56","5,006.15","465.43M","-0.26%"
"2015年8月6日","5,056.44","5,146.62","5,149.93","5,035.41","511.22M","-1.62%"
"2015年8月5日","5,139.94","5,132.77","5,175.26","5,131.86","452.96M","0.67%"
"2015年8月4日","5,105.55","5,110.96","5,125.90","5,092.46","419.37M","-0.19%"
"2015年8月3日","5,115.38","5,134.34","5,143.08","5,082.32","411.24M","-0.25%"
"2015年7月31日","5,128.28","5,148.18","5,155.02","5,122.37","517.90M","-0.01%"
"2015年7月30日","5,128.78","5,100.30","5,135.65","5,070.62","432.34M","0.33%"
"2015年7月29日","5,111.73","5,097.86","5,117.84","5,080.04","443.58M","0.44%"
"2015年7月28日","5,089.21","5,063.44","5,097.69","5,025.61","475.08M","0.98%"
"2015年7月27日","5,039.78","5,055.92","5,072.88","5,032.69","452.92M","-0.96%"
"2015年7月24日","5,088.63","5,166.91","5,167.54","5,084.51","474.84M","-1.12%"
"2015年7月23日","5,146.41","5,180.33","5,197.00","5,137.64","439.50M","-0.49%"
"2015年7月22日","5,171.77","5,146.03","5,184.74","5,145.78","444.46M","-0.70%"
"2015年7月21日","5,208.12","5,219.20","5,229.00","5,196.30","398.16M","-0.21%"
"2015年7月20日","5,218.86","5,223.18","5,231.94","5,201.49","390.35M","0.17%"
"2015年7月17日","5,210.14","5,196.11","5,210.16","5,183.23","443.21M","0.91%"
"2015年7月16日","5,163.18","5,138.18","5,163.18","5,128.56","382.62M","1.26%"
"2015年7月15日","5,098.94","5,111.11","5,125.32","5,088.12","384.20M","-0.12%"
"2015年7月14日","5,104.89","5,077.12","5,116.52","5,075.12","386.79M","0.66%"
"2015年7月13日","5,071.51","5,037.27","5,074.81","5,036.68","383.98M","1.48%"
"2015年7月10日","4,997.70","4,981.24","5,008.05","4,966.51","369.46M","1.53%"
"2015年7月9日","4,922.40","4,976.15","4,982.19","4,920.40","424.41M","0.26%"
"2015年7月8日","4,909.76","4,953.98","4,965.45","4,901.51","450.17M","-1.75%"
"2015年7月7日","4,997.46","4,993.76","5,001.99","4,902.21","495.44M","0.11%"
"2015年7月6日","4,991.94","4,963.80","5,020.71","4,960.93","489.03M","-0.34%"
"2015年7月2日","5,009.21","5,024.30","5,027.47","4,990.74","357.11M","-0.08%"
"2015年7月1日","5,013.12","5,029.05","5,038.55","4,994.47","425.75M","0.53%"
"2015年6月30日","4,986.87","5,000.15","5,008.76","4,968.26","536.57M","0.57%"
"2015年6月29日","4,958.47","5,021.21","5,051.01","4,956.23","490.09M","-2.40%"
"2015年6月26日","5,080.51","5,113.26","5,121.47","5,060.82","1.25B","-0.62%"
"2015年6月25日","5,112.19","5,139.48","5,141.71","5,102.16","404.12M","-0.20%"
"2015年6月24日","5,122.41","5,151.38","5,164.36","5,121.64","396.72M","-0.73%"
"2015年6月23日","5,160.10","5,161.68","5,163.41","5,139.33","363.88M","0.12%"
"2015年6月22日","5,153.97","5,147.87","5,162.13","5,142.78","392.19M","0.72%"
"2015年6月19日","5,117.00","5,139.77","5,140.17","5,113.94","994.33M","-0.31%"
"2015年6月18日","5,132.95","5,082.06","5,143.32","5,082.03","434.52M","1.34%"
"2015年6月17日","5,064.88","5,067.68","5,080.11","5,042.25","394.12M","0.18%"
"2015年6月16日","5,055.55","5,023.58","5,063.06","5,022.56","373.64M","0.51%"
"2015年6月15日","5,029.97","5,011.79","5,035.37","4,985.94","429.32M","-0.42%"
"2015年6月12日","5,051.10","5,060.24","5,067.96","5,043.24","348.82M","-0.62%"
"2015年6月11日","5,082.51","5,088.26","5,101.39","5,075.05","406.91M","0.11%"
"2015年6月10日","5,076.69","5,029.41","5,086.66","5,024.17","428.37M","1.25%"
"2015年6月9日","5,013.86","5,013.13","5,027.02","4,974.61","394.83M","-0.15%"
"2015年6月8日","5,021.63","5,066.65","5,069.00","5,014.06","388.07M","-0.92%"
"2015年6月5日","5,068.46","5,057.04","5,074.98","5,025.52","426.33M","0.18%"
"2015年6月4日","5,059.12","5,078.22","5,101.11","5,046.29","407.34M","-0.79%"
"2015年6月3日","5,099.23","5,098.48","5,114.60","5,084.99","411.41M","0.45%"
"2015年6月2日","5,076.52","5,063.47","5,100.02","5,047.35","410.95M","-0.13%"
"2015年6月1日","5,082.93","5,094.94","5,099.01","5,045.67","444.44M","0.25%"
"2015年5月29日","5,070.02","5,093.10","5,099.40","5,057.59","545.79M","-0.55%"
"2015年5月28日","5,097.98","5,096.34","5,106.65","5,080.25","400.53M","-0.17%"
"2015年5月27日","5,106.59","5,047.86","5,111.54","5,039.37","424.87M","1.47%"
"2015年5月26日","5,032.75","5,076.91","5,081.17","5,016.73","442.17M","-1.11%"
"2015年5月22日","5,089.36","5,085.39","5,103.84","5,085.19","363.37M","-0.03%"
"2015年5月21日","5,090.79","5,065.94","5,098.23","5,062.51","381.24M","0.38%"
"2015年5月20日","5,071.74","5,072.44","5,097.52","5,050.21","401.52M","0.03%"
"2015年5月19日","5,070.03","5,080.44","5,087.35","5,062.80","412.31M","-0.17%"
"2015年5月18日","5,078.44","5,040.92","5,084.50","5,037.54","391.35M","0.60%"
"2015年5月15日","5,048.29","5,059.15","5,062.65","5,034.84","431.42M","-0.05%"
"2015年5月14日","5,050.80","5,016.68","5,051.72","4,999.65","404.81M","1.39%"
"2015年5月13日","4,981.69","4,991.42","5,012.97","4,977.49","384.76M","0.11%"
"2015年5月12日","4,976.19","4,966.44","4,995.50","4,931.60","403.84M","-0.35%"
"2015年5月11日","4,993.57","5,003.26","5,017.38","4,992.02","410.32M","-0.20%"
"2015年5月8日","5,003.55","4,991.63","5,014.33","4,989.26","450.65M","1.17%"
"2015年5月7日","4,945.54","4,917.75","4,957.12","4,914.53","470.26M","0.53%"
"2015年5月6日","4,919.64","4,956.70","4,965.10","4,888.17","496.02M","-0.40%"
"2015年5月5日","4,939.33","5,000.19","5,008.27","4,934.34","479.75M","-1.55%"
"2015年5月4日","5,016.93","5,018.35","5,043.62","5,013.02","415.23M","0.23%"
"2015年5月1日","5,005.39","4,966.32","5,005.39","4,962.74","461.13M","1.29%"
"2015年4月30日","4,941.42","4,996.99","5,015.96","4,921.56","591.67M","-1.64%"
"2015年4月29日","5,023.64","5,028.45","5,053.85","4,999.83","443.71M","-0.63%"
"2015年4月28日","5,055.42","5,063.26","5,075.30","5,006.28","476.10M","-0.10%"
"2015年4月27日","5,060.25","5,104.36","5,119.83","5,053.54","506.28M","-0.63%"
"2015年4月24日","5,092.09","5,096.34","5,100.37","5,081.21","467.32M","0.71%"
"2015年4月23日","5,056.06","5,020.22","5,073.09","5,019.30","435.93M","0.41%"
"2015年4月22日","5,035.17","5,026.57","5,040.65","4,992.62","398.30M","0.42%"
"2015年4月21日","5,014.10","5,023.96","5,028.22","5,009.51","381.51M","0.39%"
"2015年4月20日","4,994.60","4,958.07","5,000.20","4,952.68","386.63M","1.27%"
"2015年4月17日","4,931.81","4,966.11","4,974.09","4,912.32","506.00M","-1.52%"
"2015年4月16日","5,007.79","4,999.36","5,016.00","4,996.00","383.97M","-0.06%"
"2015年4月15日","5,011.02","4,992.62","5,021.19","4,989.24","425.85M","0.68%"
"2015年4月14日","4,977.29","4,988.82","4,996.82","4,952.01","364.24M","-0.22%"
"2015年4月13日","4,988.25","5,001.56","5,024.25","4,985.96","369.22M","-0.15%"
"2015年4月10日","4,995.98","4,977.03","4,996.08","4,970.02","341.08M","0.43%"
"2015年4月9日","4,974.56","4,950.84","4,975.93","4,928.11","387.11M","0.48%"
"2015年4月8日","4,950.82","4,914.15","4,956.72","4,914.15","409.41M","0.83%"
"2015年4月7日","4,910.23","4,917.50","4,948.88","4,909.77","373.96M","-0.14%"
"2015年4月6日","4,917.32","4,855.94","4,929.62","4,852.91","466.90M","0.62%"
"2015年4月2日","4,886.94","4,885.41","4,901.32","4,872.96","383.83M","0.14%"
"2015年4月1日","4,880.23","4,894.36","4,899.38","4,844.39","457.08M","-0.42%"
"2015年3月31日","4,900.88","4,925.91","4,940.87","4,899.31","509.76M","-0.94%"
"2015年3月30日","4,947.44","4,921.78","4,948.46","4,921.12","419.66M","1.15%"
"2015年3月27日","4,891.22","4,863.74","4,899.26","4,859.65","429.39M","0.57%"
"2015年3月26日","4,863.36","4,835.72","4,889.21","4,825.93","488.34M","-0.27%"
"2015年3月25日","4,876.52","5,002.83","5,006.76","4,876.52","518.11M","-2.37%"
"2015年3月24日","4,994.73","5,010.10","5,032.48","4,994.56","383.80M","-0.32%"
"2015年3月23日","5,010.97","5,020.60","5,031.39","5,010.97","394.24M","-0.31%"
"2015年3月20日","5,026.42","5,033.47","5,042.14","5,020.06","1.07B","0.68%"
"2015年3月19日","4,992.38","4,982.02","5,000.02","4,979.94","388.56M","0.19%"
"2015年3月18日","4,982.83","4,926.83","5,001.57","4,907.72","473.04M","0.92%"
"2015年3月17日","4,937.44","4,912.65","4,944.91","4,907.02","415.82M","0.16%"
"2015年3月16日","4,929.51","4,897.27","4,929.94","4,889.09","417.73M","1.19%"
"2015年3月13日","4,871.76","4,885.54","4,904.47","4,842.80","439.59M","-0.44%"
"2015年3月12日","4,893.29","4,853.98","4,895.80","4,853.20","451.95M","0.89%"
"2015年3月11日","4,849.94","4,866.94","4,876.09","4,846.79","456.59M","-0.20%"
"2015年3月10日","4,859.80","4,899.51","4,903.44","4,859.80","460.96M","-1.67%"
"2015年3月9日","4,942.44","4,936.08","4,950.47","4,920.82","405.49M","0.31%"
"2015年3月6日","4,927.37","4,967.24","4,982.93","4,918.62","462.81M","-1.11%"
"2015年3月5日","4,982.81","4,979.95","4,993.52","4,963.10","417.03M","0.32%"
"2015年3月4日","4,967.14","4,961.24","4,973.32","4,938.90","433.19M","-0.26%"
"2015年3月3日","4,979.90","4,990.70","4,996.66","4,956.07","481.23M","-0.56%"
"2015年3月2日","5,008.10","4,973.43","5,008.57","4,972.01","468.54M","0.90%"
"2015年2月27日","4,963.53","4,985.03","4,989.25","4,960.88","485.69M","-0.49%"
"2015年2月26日","4,987.89","4,969.27","4,989.11","4,955.51","437.96M","0.42%"
"2015年2月25日","4,967.14","4,960.36","4,984.24","4,955.99","422.94M","-0.02%"
"2015年2月24日","4,968.12","4,956.21","4,971.18","4,945.14","429.64M","0.14%"
"2015年2月23日","4,960.97","4,953.10","4,960.97","4,939.56","452.05M","0.10%"
"2015年2月20日","4,955.97","4,919.78","4,957.02","4,905.59","456.72M","0.63%"
"2015年2月19日","4,924.70","4,901.51","4,929.53","4,900.63","380.21M","0.37%"
"2015年2月18日","4,906.36","4,890.84","4,907.50","4,885.60","410.20M","0.14%"
"2015年2月17日","4,899.27","4,889.98","4,901.89","4,880.64","450.15M","0.11%"
"2015年2月13日","4,893.84","4,869.73","4,893.84","4,860.12","455.86M","0.75%"
"2015年2月12日","4,857.61","4,828.08","4,857.61","4,823.57","480.02M","1.18%"
"2015年2月11日","4,801.18","4,788.37","4,810.36","4,780.13","433.80M","0.28%"
"2015年2月10日","4,787.65","4,754.62","4,793.27","4,737.12","441.96M","1.30%"
"2015年2月9日","4,726.01","4,723.73","4,749.47","4,719.61","411.22M","-0.39%"
"2015年2月6日","4,744.40","4,768.85","4,787.19","4,731.22","494.10M","-0.43%"
"2015年2月5日","4,765.10","4,729.65","4,767.38","4,722.80","501.77M","1.03%"
"2015年2月4日","4,716.70","4,699.81","4,744.33","4,697.79","549.87M","-0.23%"
"2015年2月3日","4,727.74","4,693.25","4,727.74","4,670.82","553.80M","1.09%"
"2015年2月2日","4,676.69","4,650.60","4,676.69","4,580.46","525.39M","0.89%"
"2015年1月30日","4,635.24","4,671.20","4,703.81","4,631.10","638.81M","-1.03%"
"2015年1月29日","4,683.41","4,635.73","4,688.41","4,601.76","529.67M","0.98%"
"2015年1月28日","4,637.99","4,740.69","4,742.06","4,637.48","534.45M","-0.93%"
"2015年1月27日","4,681.50","4,698.23","4,721.88","4,659.83","469.34M","-1.89%"
"2015年1月26日","4,771.76","4,752.36","4,774.18","4,734.20","460.89M","0.29%"
"2015年1月23日","4,757.88","4,748.19","4,771.18","4,737.95","414.94M","0.16%"
"2015年1月22日","4,750.40","4,690.93","4,752.60","4,644.57","515.53M","1.78%"
"2015年1月21日","4,667.42","4,641.95","4,692.46","4,629.59","463.22M","0.27%"
"2015年1月20日","4,654.85","4,655.84","4,665.65","4,601.10","473.62M","0.44%"
"2015年1月16日","4,634.38","4,566.38","4,635.82","4,563.11","548.60M","1.39%"
"2015年1月15日","4,570.82","4,657.46","4,663.96","4,567.39","525.69M","-1.48%"
"2015年1月14日","4,639.32","4,610.76","4,655.37","4,595.98","527.38M","-0.48%"
"2015年1月13日","4,661.50","4,708.74","4,751.34","4,624.28","566.52M","-0.07%"
"2015年1月12日","4,664.71","4,714.07","4,715.81","4,650.65","491.28M","-0.84%"
"2015年1月9日","4,704.07","4,744.47","4,744.71","4,681.24","430.67M","-0.68%"
"2015年1月8日","4,736.19","4,689.54","4,741.38","4,688.02","548.10M","1.84%"
"2015年1月7日","4,650.47","4,626.84","4,652.72","4,613.90","482.51M","1.26%"
"2015年1月6日","4,592.74","4,666.85","4,667.33","4,567.60","553.62M","-1.29%"
"2015年1月5日","4,652.57","4,700.34","4,702.77","4,641.46","476.45M","-1.57%"
"2015年1月2日","4,726.81","4,760.24","4,777.01","4,698.11","367.74M","-0.20%"
"2014年12月31日","4,736.05","4,790.53","4,806.43","4,734.11","422.14M","-0.87%"
"2014年12月30日","4,777.44","4,793.61","4,803.89","4,772.88","316.50M","-0.61%"
"2014年12月29日","4,806.91","4,801.26","4,813.72","4,798.90","312.34M","0.00%"
"2014年12月26日","4,806.86","4,788.06","4,814.95","4,787.85","264.82M","0.70%"
"2014年12月24日","4,773.47","4,770.12","4,787.57","4,768.67","195.60M","0.17%"
"2014年12月23日","4,765.42","4,798.03","4,798.06","4,761.39","405.38M","-0.33%"
"2014年12月22日","4,781.42","4,759.04","4,781.93","4,757.81","450.59M","0.34%"
"2014年12月19日","4,765.38","4,752.60","4,782.13","4,738.29","1.29B","0.36%"
"2014年12月18日","4,748.40","4,712.39","4,748.40","4,697.09","553.98M","2.24%"
"2014年12月17日","4,644.31","4,556.90","4,651.90","4,550.70","573.50M","2.12%"
"2014年12月16日","4,547.83","4,572.79","4,645.19","4,547.31","587.10M","-1.24%"
"2014年12月15日","4,605.16","4,679.67","4,690.58","4,592.43","568.38M","-1.04%"
"2014年12月12日","4,653.60","4,665.35","4,707.92","4,653.60","489.47M","-1.16%"
"2014年12月11日","4,708.16","4,704.65","4,759.88","4,699.43","448.12M","0.52%"
"2014年12月10日","4,684.02","4,754.42","4,766.64","4,679.24","481.57M","-1.73%"
"2014年12月9日","4,766.47","4,685.20","4,768.41","4,674.38","484.64M","0.54%"
"2014年12月8日","4,740.69","4,769.76","4,793.24","4,722.91","497.78M","-0.84%"
"2014年12月5日","4,780.76","4,776.57","4,788.98","4,769.64","449.46M","0.24%"
"2014年12月4日","4,769.44","4,772.00","4,785.41","4,753.71","448.63M","-0.11%"
"2014年12月3日","4,774.47","4,761.31","4,781.37","4,745.14","450.70M","0.39%"
"2014年12月2日","4,755.81","4,732.97","4,761.63","4,729.76","460.39M","0.60%"
"2014年12月1日","4,727.35","4,777.73","4,782.07","4,724.62","481.09M","-1.34%"
"2014年11月28日","4,791.63","4,797.10","4,810.86","4,786.72","300.15M","0.09%"
"2014年11月26日","4,787.32","4,760.23","4,788.00","4,757.48","351.09M","0.61%"
"2014年11月25日","4,758.25","4,762.39","4,774.52","4,749.92","491.47M","0.07%"
"2014年11月24日","4,754.89","4,725.17","4,755.02","4,723.62","413.33M","0.89%"
"2014年11月21日","4,712.97","4,751.01","4,751.60","4,700.73","550.29M","0.24%"
"2014年11月20日","4,701.87","4,655.20","4,702.97","4,653.32","411.10M","0.56%"
"2014年11月19日","4,675.71","4,694.78","4,696.20","4,655.72","427.48M","-0.57%"
"2014年11月18日","4,702.44","4,674.84","4,709.83","4,674.30","421.88M","0.67%"
"2014年11月17日","4,671.00","4,678.44","4,689.53","4,655.19","429.26M","-0.37%"
"2014年11月14日","4,688.54","4,679.85","4,688.74","4,664.31","433.43M","0.18%"
"2014年11月13日","4,680.14","4,681.56","4,703.10","4,664.27","457.99M","0.11%"
"2014年11月12日","4,675.14","4,644.63","4,678.58","4,643.78","447.41M","0.31%"
"2014年11月11日","4,660.56","4,649.19","4,661.23","4,640.24","411.43M","0.19%"
